"","SAMPLE_ID","SumOfLength.cm.","SumOfProjArea.cm2.","SumOfSurfArea.cm2.","SumOfAvgDiam.mm.","SumOfRootVolume.cm3.","STEM","COTS_TOTAL","LEAF_TOTAL","Total.Of.PROJ_AREA_AG","LEAF","LEAVES_TOTAL","TRANSP_DATE","GERM_ID","COLOR","TLD","HD","H_num_og","HT","L_num","C_num","PWF","L.SFW","CWS","CWD","LWS","LWD","SWS","SWD","RWF","RWD","LWF_A","LWS_A","LWD_A","LWF_B","LWS_B","LWD_B","BWF_A","BWS_A","BWD_A","SWF_A","SWD_A","NOTES","AVG_SEED_WEIGHT","SPECIES","LOCATION_CODE","POP_CODE","SAMPLE_NUM","H_num","LETTER","POP_ID","GrowthForm","LWD_tmp","RWD_tmp","SLA","LW_Max_A","LW_Max_B","BW_Max","LW_Max_Sum","Grass_LW_Max","LDMC","SRL","RDMC","RTD","RMR","Above_weight_sum","Tot_weight_sum","Days"
"494","PAMU_UTEC_MC_10_H2_G",16.74,0.353,1.1089,0.2109,0.006,NA,0.2678,0,0.469,NA,0.2012,"8/3","A11","G","","8/29",2,1.4,2,2,0.018,0.0123,0.0054,0.00039,0.0042,8e-04,0.0017,0,0.0064,0.00033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-04,"PAMU","UTEC","MC","10","H2","G","PAMU_UTEC_MC","FORB",8e-04,0.00033,25.15,NA,NA,NA,NA,0.0123,0.19047619047619,50.7272727272727,0.0515625,0.055,0.217105263157895,0.00119,0.00152,"24"
"495","PAMU_UTEC_MC_10_H2_O",2.911,0.0964,0.3029,0.3312,0.003,NA,0.13,0,0.13,NA,0,"8/3","B7","O","8/16","8/29",2,0.7,1,2,0.0074,0.0056,0.0032,0.00402,5e-04,1e-04,0.0022,0,0.0013,0.000102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-04,"PAMU","UTEC","MC","10","H2","O","PAMU_UTEC_MC","FORB",1e-04,0.000102,0,NA,NA,NA,NA,0.0056,0.2,28.5392156862745,0.0784615384615385,0.034,0.024159166271909,0.00412,0.004222,"24"
"496","PAMU_UTEC_MC_12_H2_G",6.6477,0.1483,0.4658,0.223,0.003,NA,0.0969,0,0.1206,NA,0.0237,"8/3","C1","G","8/21","8/29",2,0.8,1,2,0.008,0.0088,0.0028,2e-04,0.001,0.000412,0.002,0,9e-04,0.000221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-04,"PAMU","UTEC","MC","12","H2","G","PAMU_UTEC_MC","FORB",0.000412,0.000221,5.75242718446602,NA,NA,NA,NA,0.0088,0.412,30.0800904977376,0.245555555555556,0.0736666666666667,0.26530612244898,0.000612,0.000833,"24"
"497","PAMU_UTEC_MC_12_H2_O",6.7354,0.1623,0.51,0.241,0.003,NA,0.1945,0,0.2608,NA,0.0663,"8/3","D7","O","","8/29",2,1.1,1,2,0.0159,0.005,0.0044,6e-04,0.0015,0.00086,0.0021,0,0.0033,0.000215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-04,"PAMU","UTEC","MC","12","H2","O","PAMU_UTEC_MC","FORB",0.00086,0.000215,7.70930232558139,NA,NA,NA,NA,0.005,0.573333333333333,31.3274418604651,0.0651515151515152,0.0716666666666667,0.128358208955224,0.00146,0.001675,"24"
"498","PAMU_UTEC_MC_13_H3_G",10.535,0.2439,0.7663,0.2315,0.004,NA,0.0898,0,0.66,NA,0.5702,"8/25","","G","7/5","10/6",3,2.1,3,2,0.0209,0.017,3e-04,0,0.0123,0.0012,0.0019,0,0.0045,6e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-04,"PAMU","UTEC","MC","13","H3","G","PAMU_UTEC_MC","FORB",0.0012,6e-04,47.5166666666667,NA,NA,NA,NA,0.017,0.0975609756097561,17.5583333333333,0.133333333333333,0.15,0.333333333333333,0.0012,0.0018,"42"
"499","PAMU_UTEC_MC_13_H3_O",33.6177,0.8013,2.5173,0.2383,0.015,NA,0.137,0,0.2879,NA,0.1509,"8/25","","O","9/25","10/6",3,1.9,2,2,0.0231,0.0095,0.004,0,0.0034,4e-04,0.0037,0,0.0128,4e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-04,"PAMU","UTEC","MC","13","H3","O","PAMU_UTEC_MC","FORB",4e-04,4e-04,37.725,NA,NA,NA,NA,0.0095,0.117647058823529,84.04425,0.03125,0.0266666666666667,0.5,4e-04,8e-04,"42"
"500","PAMU_UTEC_MC_2_H3_G",54.8838,1.4431,4.5335,0.2629,0.03,NA,0,0,0.9727,NA,0.9727,"8/1","A8","G","8/17","9/12",3,2,3,2,0.0694,0.0293,0.0043,NA,0.0196,0.0017,0.0023,0,1.0309,0.0013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-04,"PAMU","UTEC","MC","2","H3","G","PAMU_UTEC_MC","FORB",0.0017,0.0013,57.2176470588235,NA,NA,NA,NA,0.0293,0.086734693877551,42.2183076923077,0.00126103404791929,0.0433333333333333,0.433333333333333,0.0017,0.003,"42"
"501","PAMU_UTEC_MC_3_H3_O",16.5143,0.4259,1.338,0.2579,0.009,NA,0,0,1.5724,NA,1.5724,"8/1","B6","O","8/16","9/12",3,3.9,4,NA,0.0522,0.1393,NA,NA,0.0346,0.0026,0.0031,0,0.007,6e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-04,"PAMU","UTEC","MC","3","H3","O","PAMU_UTEC_MC","FORB",0.0026,6e-04,60.4769230769231,NA,NA,NA,NA,0.1393,0.0751445086705202,27.5238333333333,0.0857142857142857,0.0666666666666667,0.1875,0.0026,0.0032,"42"
"502","PAMU_UTEC_MC_4_H4_G",2423.0053,80.2841,252.22,0.6517,2.113,NA,0,5.8934,5.8934,5.8934,0,"8/1","B1","G","","10/26",4,10.4,15,NA,5.1809,2.3323,NA,NA,2.3323,0.352,NA,NA,2.7587,0.1783,0.1561,0.1609,0.0233,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-04,"PAMU","UTEC","MC","4","H4","G","PAMU_UTEC_MC","FORB",0.352,0.1783,25.2935622317597,0.1609,NA,NA,0.1609,2.3323,0.144810441267868,13.5894856982614,0.0646318918331098,0.0843823946994794,0.322073699421965,0.3753,0.5536,"84"
"503","PAMU_UTEC_MC_5_H4_G",1446.4573,50.9144,159.9522,0.352,1.408,NA,0,5.8021,78.7239,5.8021,72.9218,"8/1","B12","G","8/16","10/26",4,10.4,14,NA,4.218,2.4535,NA,0,2.4535,0.3055,NA,NA,1.6157,0.0984,0.1428,0.1269,0.0194,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-04,"PAMU","UTEC","MC","5","H4","G","PAMU_UTEC_MC","FORB",0.3055,0.0984,29.9077319587629,0.1428,NA,NA,0.1428,2.4535,0.135854341736695,14.6997693089431,0.0609023952466423,0.0698863636363636,0.232459248759745,0.3249,0.4233,"84"
"504","PAMU_UTEC_MC_6_H2_G",26.7017,0.666,2.0924,0.2494,0.013,NA,0,0,0.0449,NA,0.0449,"8/1","C3","G","8/16","8/25",2,2.1,1,2,0.019,0.0081,0.0039,4e-04,0.001,0.00061,0.004,0,0.0106,0.000427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-04,"PAMU","UTEC","MC","6","H2","G","PAMU_UTEC_MC","FORB",0.00061,0.000427,7.36065573770492,NA,NA,NA,NA,0.0081,0.61,62.5332552693208,0.0402830188679245,0.0328461538461539,0.29714683368128,0.00101,0.001437,"24"
"505","PAMU_UTEC_MC_6_H2_O",11.8651,0.2536,0.7966,0.2137,0.004,NA,0.0894,0,0.0894,NA,0,"8/1","C4","O","","8/25",2,0.9,NA,NA,0.008,0.0034,0,0,8e-04,0.00025,0,0,0.0045,0.00019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-04,"PAMU","UTEC","MC","6","H2","O","PAMU_UTEC_MC","FORB",0.00025,0.00019,0,NA,NA,NA,NA,0.0034,0.3125,62.4478947368421,0.0422222222222222,0.0475,0.431818181818182,0.00025,0.00044,"24"
"506","PAMU_UTEC_MC_9_H1_G",5.7453,0.2084,0.6546,0.3627,0.006,NA,0.0899,0,0.0899,NA,0,"8/3","A6","G","","8/14",1,0.9,NA,NA,0.0071,0.0031,0.0034,7e-04,NA,NA,0.002,5e-04,0.0031,9e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-04,"PAMU","UTEC","MC","9","H1","G","PAMU_UTEC_MC","FORB",NA,9e-04,NA,NA,NA,NA,NA,0.0031,NA,6.38366666666667,0.290322580645161,0.15,0.428571428571429,0.0012,0.0021,"10"
"507","PAMU_UTEC_MC_9_H1_O",9.2337,0.2578,0.8098,0.2791,0.006,NA,0.1056,0,0.1056,NA,0,"8/3","A10","O","","8/14",1,1,NA,NA,0.0079,0.0064,0.002,7e-04,NA,NA,0.0028,8e-04,0.0019,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-04,"PAMU","UTEC","MC","9","H1","O","PAMU_UTEC_MC","FORB",NA,0.001,NA,NA,NA,NA,NA,0.0064,NA,9.2337,0.526315789473684,0.166666666666667,0.4,0.0015,0.0025,"10"
"508","PAMU_UTSE_MO_1_H1_G",16.0166,0.4896,1.5383,0.6127,0.012,NA,0.1756,0,0.1756,NA,0,"8/2","E1","G","","8/11",1,1.1,NA,2,0.0108,0.0058,0.0034,8e-04,NA,NA,0.0024,0.0011,0.0053,0.0015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0005125,"PAMU","UTSE","MO","1","H1","G","PAMU_UTSE_MO","FORB",NA,0.0015,NA,NA,NA,NA,NA,0.0058,NA,10.6777333333333,0.283018867924528,0.125,0.441176470588235,0.0019,0.0034,"10"
"509","PAMU_UTSE_MO_1_H1_O",0.7451,0.0279,0.0876,0.3742,0.001,NA,0.162,0,0.162,NA,0,"8/2","E2","O","8/28","8/11",1,1.2,NA,2,0.009,0.0048,0.0039,0.0011,NA,NA,0.0019,7e-04,0.0044,0.0014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0005125,"PAMU","UTSE","MO","1","H1","O","PAMU_UTSE_MO","FORB",NA,0.0014,NA,NA,NA,NA,NA,0.0048,NA,0.532214285714286,0.318181818181818,NA,0.4375,0.0018,0.0032,"10"
"510","PAMU_UTSE_MO_10_H4_G",3197.7888,109.9941,345.5566,0.7037,2.998,NA,0,5.3331,5.3331,5.3331,0,"8/9","G10","G","8/28","8/11",4,10.2,36,NA,8.818,NA,NA,NA,4.714,0.5629,0.0387,NA,NA,0.1755,0.1607,0.1609,0.0215,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0005125,"PAMU","UTSE","MO","10","H4","G","PAMU_UTSE_MO","FORB",0.5629,0.1755,24.8051162790698,0.1609,NA,NA,0.1609,4.714,0.133623368551896,18.2210188034188,NA,0.0585390260173449,0.230951440979076,0.5844,0.7599,"84"
"511","PAMU_UTSE_MO_2_H4_G",1351.9229,44.4585,139.6706,0.3289,1.148,NA,0,3.6907,3.6907,3.6907,0,"8/2","E5","G","8/16","10/26",4,9.2,30,NA,3.728,2.0084,NA,NA,2.0084,0.2695,NA,NA,1.5106,0.0962,0.1233,0.1237,0.0175,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0005125,"PAMU","UTSE","MO","2","H4","G","PAMU_UTSE_MO","FORB",0.2695,0.0962,21.0897142857143,0.1237,NA,NA,0.1237,2.0084,0.141471301535974,14.0532525987526,0.0636833046471601,0.0837979094076655,0.251043841336117,0.287,0.3832,"84"
"512","PAMU_UTSE_MO_3_H2_G",14.8277,0.3419,1.074,0.2306,0.006,NA,0.0914,0,0.1211,NA,0.0297,"8/2","F6","G","8/16","8/25",2,1,1,2,0.0096,0.004,0.0063,0,0.0015,0.00058,3e-04,0,0.0051,0.000458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0005125,"PAMU","UTSE","MO","3","H2","G","PAMU_UTSE_MO","FORB",0.00058,0.000458,5.12068965517241,NA,NA,NA,NA,0.004,0.386666666666667,32.3748908296943,0.0898039215686274,0.0763333333333333,0.441233140655106,0.00058,0.001038,"24"
"513","PAMU_UTSE_MO_3_H2_O",25.2814,0.608,1.91,0.2405,0.011,NA,0.2184,0,0.3101,NA,0.0917,"8/2","F2","O","","8/25",2,1.5,1,2,0.0186,0.0069,8e-04,0,0.0011,0.00026,0.0013,0,0.0096,0.000814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0005125,"PAMU","UTSE","MO","3","H2","O","PAMU_UTSE_MO","FORB",0.00026,0.000814,35.2692307692308,NA,NA,NA,NA,0.0069,0.236363636363636,31.058230958231,0.0847916666666667,0.074,0.757914338919926,0.00026,0.001074,"24"
"514","PAMU_UTSE_MO_6_H3_O",14.0672,0.3948,1.2403,0.2806,0.009,NA,0,0,2.928,NA,2.928,"8/7","H8","O","8/15","9/18",3,3.4,6,NA,0.0724,0.0609,NA,NA,0.0457,0.0061,NA,NA,0.0091,2e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0005125,"PAMU","UTSE","MO","6","H3","O","PAMU_UTSE_MO","FORB",0.0061,2e-04,48,NA,NA,NA,NA,0.0609,0.133479212253829,70.336,0.021978021978022,0.0222222222222222,0.0317460317460317,0.0061,0.0063,"42"
"515","PAMU_UTSE_MO_7_H3_G",51.4884,1.5334,4.8174,0.2978,0.036,NA,0,0,8.9109,NA,8.9109,"8/9","E6","G","8/29","9/20",3,5.1,7,NA,0.2837,0.2571,NA,NA,0.235,0.0256,0.0122,0.0013,0.0279,0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0005125,"PAMU","UTSE","MO","7","H3","G","PAMU_UTSE_MO","FORB",0.0256,0.0025,34.808203125,NA,NA,NA,NA,0.2571,0.108936170212766,20.59536,0.0896057347670251,0.0694444444444444,0.0850340136054422,0.0269,0.0294,"42"
"516","PAMU_UTSE_MO_8_H2_G",10.7645,0.2728,0.857,0.2534,0.005,NA,0.141,0,0.3447,NA,0.2037,"8/9","E8","G","8/21","9/1",2,2.5,1,2,0.0137,0.0083,0.0033,0,0.0036,0.00076,0.0013,NA,0.0046,0.000654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0005125,"PAMU","UTSE","MO","8","H2","G","PAMU_UTSE_MO","FORB",0.00076,0.000654,26.8026315789474,NA,NA,NA,NA,0.0083,0.211111111111111,16.4594801223242,0.142173913043478,0.1308,0.462517680339463,0.00076,0.001414,"24"
"517","PAMU_UTSE_MO_8_H2_O",12.3415,0.2899,0.9108,0.2349,0.005,NA,0.0773,0,0.4056,NA,0.3283,"8/9","E12","O","8/23","9/1",2,1.6,2,2,0.014,0.0095,7e-04,0,0.0064,5e-04,0.002,NA,0.0041,0.000188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0005125,"PAMU","UTSE","MO","8","H2","O","PAMU_UTSE_MO","FORB",5e-04,0.000188,65.66,NA,NA,NA,NA,0.0095,0.078125,65.6462765957447,0.0458536585365854,0.0376,0.273255813953488,5e-04,0.000688,"24"
"518","PAMU_UTSW_CP_1_H1_G",3.7203,0.0731,0.2295,0.1964,0.001,NA,0.0476,0,0.0729,NA,0.0253,"7/27","A9","G","8/7","8/7",1,1.2,1,2,0.0031,0.0022,0.0016,0.000136,NA,NA,0.0012,5e-04,0.001,1e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0003975,"PAMU","UTSW","CP","1","H1","G","PAMU_UTSW_CP","FORB",NA,1e-04,NA,NA,NA,NA,NA,0.0022,NA,37.203,0.1,0.1,0.135869565217391,0.000636,0.000736,"10"
"519","PAMU_UTSW_CP_1_H1_O",3.1503,0.0664,0.2087,0.2109,0.001,NA,0,0,0.0969,NA,0.0969,"7/27","","O","","8/7",1,1.2,NA,2,0.0053,0.0037,NA,5e-05,NA,NA,0.0017,0,0.0014,9.8e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0003975,"PAMU","UTSW","CP","1","H1","O","PAMU_UTSW_CP","FORB",NA,9.8e-05,NA,NA,NA,NA,NA,0.0037,NA,32.1459183673469,0.07,0.098,0.662162162162162,5e-05,0.000148,"10"
"520","PAMU_UTSW_CP_10_H3_G",4.5568,0.1375,0.4319,0.3017,0.003,NA,0,0,0.5191,NA,0.5191,"8/7","B5","G","8/18","9/18",3,2.1,4,2,0.0191,0.0116,7e-04,0,0.01,0.001,0.0011,0,0.0032,1e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0003975,"PAMU","UTSW","CP","10","H3","G","PAMU_UTSW_CP","FORB",0.001,1e-04,51.91,NA,NA,NA,NA,0.0116,0.1,45.568,0.03125,0.0333333333333333,0.0909090909090909,0.001,0.0011,"42"
"521","PAMU_UTSW_CP_13_H4_O",123.1241,3.8151,11.9855,0.3099,0.093,NA,0,0,8.6456,NA,8.6456,"8/10","A2","O","8/22","11/6",4,4.9,9,NA,0.3741,0.2561,NA,NA,0.3286,0.0303,NA,NA,0.1148,0.0066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0003975,"PAMU","UTSW","CP","13","H4","O","PAMU_UTSW_CP","FORB",0.0303,0.0066,28.5333333333333,NA,NA,NA,NA,0.3286,0.0922093730979915,18.6551666666667,0.0574912891986063,0.0709677419354839,0.178861788617886,0.0303,0.0369,"84"
"522","PAMU_UTSW_CP_2_H4_O",3666.4446,130.3708,409.5719,0.667,3.695,NA,0,6.8977,6.8977,6.8977,0,"7/27","B9","O","8/7","10/19",4,9.9,1,25,8.6002,3.9621,0.0086,0.0011,3.9078,0.7352,0.1252,0.026,4.3901,0.3828,0.2596,0.2622,0.0533,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0003975,"PAMU","UTSW","CP","2","H4","O","PAMU_UTSW_CP","FORB",0.7352,0.3828,12.9412757973734,0.2622,NA,NA,0.2622,3.9621,0.203279938977879,9.57796394984326,0.0871961914307191,0.103599458728011,0.319425901201602,0.8156,1.1984,"84"
"523","PAMU_UTSW_CP_3_H3_G",112.9938,2.3943,7.5218,0.2119,0.04,NA,0.2825,0,1.8934,NA,1.6109,"7/27","C3","G","8/10","9/7",3,3.2,5,2,0.084,0.0408,0.0058,7e-04,0.0333,0.0044,0.0023,3e-04,0.0391,0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0003975,"PAMU","UTSW","CP","3","H3","G","PAMU_UTSW_CP","FORB",0.0044,0.0025,36.6113636363636,NA,NA,NA,NA,0.0408,0.132132132132132,45.19752,0.0639386189258312,0.0625,0.316455696202532,0.0054,0.0079,"42"
"524","PAMU_UTSW_CP_4_H2_G",15.9106,0.3291,1.0339,0.2069,0.005,NA,0.1513,0,0.3873,NA,0.236,"7/27","D3","G","8/18","8/21",2,2.3,2,2,0.0145,0.0082,0.0022,0.000225,0.0032,0.00033,0.0016,0.0016,0.0055,0.000333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0003975,"PAMU","UTSW","CP","4","H2","G","PAMU_UTSW_CP","FORB",0.00033,0.000333,71.5151515151515,NA,NA,NA,NA,0.0082,0.103125,47.7795795795796,0.0605454545454546,0.0666,0.133842443729904,0.002155,0.002488,"24"
"525","PAMU_UTSW_CP_4_H2_O",16.4671,0.4044,1.2704,0.2456,0.008,NA,0.0983,0,0.1865,NA,0.0882,"7/27","D10","O","","8/21",2,1.7,2,2,0.0112,0.0059,0.0027,0.000255,0.0014,8e-05,0.0013,4e-04,0.0065,6e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0003975,"PAMU","UTSW","CP","4","H2","O","PAMU_UTSW_CP","FORB",8e-05,6e-04,110.25,NA,NA,NA,NA,0.0059,0.0571428571428571,27.4451666666667,0.0923076923076923,0.075,0.449438202247191,0.000735,0.001335,"24"
"526","PAMU_UTSW_CP_5_H1_G",4.1802,0.1046,0.3286,0.2502,0.002,NA,0.0546,0,0.0546,NA,0,"8/1","A6","G","","8/11",1,0.8,NA,2,0.003,0.0017,0.0038,8e-04,NA,NA,0.0016,0.0016,0.0013,1e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0003975,"PAMU","UTSW","CP","5","H1","G","PAMU_UTSW_CP","FORB",NA,1e-04,NA,NA,NA,NA,NA,0.0017,NA,41.802,0.0769230769230769,0.05,0.04,0.0024,0.0025,"10"
"527","PAMU_UTSW_CP_5_H1_O",7.8338,0.2074,0.6517,0.2648,0.004,NA,0.1408,0,0.1408,NA,0,"8/1","C5","O","","8/11",1,1.3,NA,2,0.0084,0.0046,0.002,8e-04,NA,NA,0.0015,0,0.0026,2e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0003975,"PAMU","UTSW","CP","5","H1","O","PAMU_UTSW_CP","FORB",NA,2e-04,NA,NA,NA,NA,NA,0.0046,NA,39.169,0.0769230769230769,0.05,0.2,8e-04,0.001,"10"
"528","PAMU_UTSW_CP_7_H3_G",31.7928,0.7374,2.3166,0.2319,0.013,NA,0,0,0.2683,NA,0.2683,"8/1","B10","G","8/16","9/12",3,2.1,4,2,0.0209,0.0079,0.0013,NA,0.0053,3e-04,0,0,0.0117,7e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0003975,"PAMU","UTSW","CP","7","H3","G","PAMU_UTSW_CP","FORB",3e-04,7e-04,89.4333333333333,NA,NA,NA,NA,0.0079,0.0566037735849057,45.4182857142857,0.0598290598290598,0.0538461538461538,0.7,3e-04,0.001,"42"
"529","PAMU_UTSW_CP_8_H4_O",123.1163,3.9777,12.4963,0.3231,0.101,NA,0,0,9.8774,NA,9.8774,"8/1","","O","8/28","10/31",4,5.8,10,NA,0.4828,0.3408,NA,0,0.3539,0.0374,NA,NA,0.1215,0.0085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0003975,"PAMU","UTSW","CP","8","H4","O","PAMU_UTSW_CP","FORB",0.0374,0.0085,26.4101604278075,NA,NA,NA,NA,0.3539,0.105679570500141,14.4842705882353,0.0699588477366255,0.0841584158415842,0.185185185185185,0.0374,0.0459,"84"
"530","PLPA_AZC_TC_10_H2_G",28.2615,0.8481,2.6643,0.3001,0.02,NA,0,0,1.5734,NA,1.5734,"9/28","E7","G","10/5","10/23",2,4,3,2,0.0292,0.0211,NA,NA,0.0092,0.0026,0.0022,0,0.0094,9e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"extra roots fresh = 0.0514, extra roots dry = 0.0026",0.00162,"PLPA","AZC","TC","10","H2","G","PLPA_AZC_TC","FORB",0.0026,9e-04,60.5153846153846,NA,NA,NA,NA,0.0211,0.282608695652174,31.4016666666667,0.0957446808510638,0.045,0.257142857142857,0.0026,0.0035,"24"
"531","PLPA_AZC_TC_10_H2_O",118.2745,3.9595,12.439,0.6359,0.104,NA,0,0,1.3432,NA,1.3432,"9/28","F1","O","10/5","10/23",2,3.6,3,2,0.0336,0.0263,NA,NA,0.024,0.0028,0.0025,0,0.0075,5e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.00162,"PLPA","AZC","TC","10","H2","O","PLPA_AZC_TC","FORB",0.0028,5e-04,47.9714285714286,NA,NA,NA,NA,0.0263,0.116666666666667,236.549,0.0666666666666667,0.00480769230769231,0.151515151515152,0.0028,0.0033,"24"
"532","PLPA_AZC_TC_17_H3_G",83.7734,2.665,8.3724,0.3181,0.067,NA,0,0,4.0657,NA,4.0657,"10/2","E3","G","10/9","11/15",3,7.5,5,0,NA,0.099,NA,NA,0.0956,0.0096,NA,NA,0.0301,0.0026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.00162,"PLPA","AZC","TC","17","H3","G","PLPA_AZC_TC","FORB",0.0096,0.0026,42.3510416666667,NA,NA,NA,NA,0.099,0.100418410041841,32.2205384615385,0.0863787375415282,0.0388059701492537,0.213114754098361,0.0096,0.0122,"42"
"533","PLPA_AZC_TC_19_H4_G",NA,NA,NA,NA,NA,NA,0,2.4519,2.4519,NA,0,"10/2","F2","G","10/9","12/26",4,15.5,120,0,NA,5.5911,NA,NA,5.5911,0.9694,NA,NA,NA,NA,0.0346,0.0356,0.0039,0.025,0.0277,0.0028,NA,NA,NA,NA,NA,"Still need roots data (roots not cleaned yet 1/8/18)",0.00162,"PLPA","AZC","TC","19","H4","G","PLPA_AZC_TC","FORB",0.9694,NA,36.5955223880597,0.0356,0.0277,NA,0.0633,5.5911,0.105845181674566,NA,NA,NA,NA,0.9761,0.9761,"84"
"534","PLPA_AZC_TC_2_H1_G",27.7342,0.9482,2.9789,0.3419,0.025,NA,0,0,0.9867,NA,0.9867,"8/15","A8","G","8/23","8/25",1,4.8,2,2,0.0357,0.0179,NA,NA,0.0192,0.0018,NA,NA,0.0136,8e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.00162,"PLPA","AZC","TC","2","H1","G","PLPA_AZC_TC","FORB",0.0018,8e-04,54.8166666666667,NA,NA,NA,NA,0.0192,0.09375,34.66775,0.0588235294117647,0.032,0.307692307692308,0.0018,0.0026,"10"
"535","PLPA_AZC_TC_2_H1_O",26.8576,0.8731,2.7429,0.3251,0.022,NA,0,0,0.5296,NA,0.5296,"8/15","A9","O","8/23","8/25",1,3.5,2,2,0.0232,0.0098,NA,NA,NA,0.0011,NA,NA,0.0124,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.00162,"PLPA","AZC","TC","2","H1","O","PLPA_AZC_TC","FORB",0.0011,0.001,48.1454545454545,NA,NA,NA,NA,0.0098,NA,26.8576,0.0806451612903226,0.0454545454545455,0.476190476190476,0.0011,0.0021,"10"
"536","PLPA_AZC_TC_3_H1_G",15.791,0.6055,1.9022,0.3834,0.018,NA,0,0,0.5012,NA,0.5012,"8/15","B1","G","8/23","8/25",1,2.2,1,2,0.0196,0.0098,NA,NA,0.0113,4e-04,NA,NA,0.0085,3e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maybe a mix-up between cones 3 and 1? See datasheet",0.00162,"PLPA","AZC","TC","3","H1","G","PLPA_AZC_TC","FORB",4e-04,3e-04,125.3,NA,NA,NA,NA,0.0113,0.0353982300884956,52.6366666666667,0.0352941176470588,0.0166666666666667,0.428571428571429,4e-04,7e-04,"10"
"537","PLPA_AZC_TC_3_H1_O",26.8939,0.8711,2.7367,0.3239,0.022,NA,0,0,0.9651,NA,0.9651,"8/15","B2","O","8/23","8/25",1,3.2,1,2,0.0373,0.0203,NA,NA,0.0114,0.0011,NA,NA,0.0126,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maybe a mix-up between cones 3 and 1? See datasheet",0.00162,"PLPA","AZC","TC","3","H1","O","PLPA_AZC_TC","FORB",0.0011,0.001,87.7363636363636,NA,NA,NA,NA,0.0203,0.0964912280701754,26.8939,0.0793650793650794,0.0454545454545455,0.476190476190476,0.0011,0.0021,"10"
